"feature_id"	"feature"	"VIP"	"LV1"	"LV2"
2436	"NA_[2436_576.41_7.8]"	2.97402485237991	0.0392718554246406	-0.0486264316011855
4981	"NA_[4981_533.39_7.8]"	2.88774934159399	0.0352149079065804	-0.0468863760816609
2260	"NA_[2260_488.36_7.8]"	2.87418100094733	0.0409413098038692	-0.0494222689373172
4114	"NA_[4114_532.38_7.8]"	2.84696215072224	0.0393854749948561	-0.0479228065892296
96	"NA_[96_620.44_7.8]"	2.77289159480916	0.0402726665135781	-0.0457974634526993
2511	"NA_[2511_708.49_7.8]"	2.77166357924093	0.0353120893609405	-0.0442586600806723
4275	"1,10,11-Trihydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid_[4275_489.36_7.8]"	2.76141042723856	0.0348689942950473	-0.0477490354770355
418	"NA_[418_451.31_7.8]"	2.71824329316564	0.0291974002546366	-0.0412427557522012
1030	"NA_[1030_444.33_7.8]"	2.71780114459361	0.0394094615159893	-0.0474872215721275
4226	"NA_[4226_664.46_7.8]"	2.70441692233725	0.0341731120693923	-0.0436907923043704
4775	"pipecolic acid_[4775_130.09_0.7]"	2.47688458323525	0.0438127010110868	-0.0389392956657141
1734	"NA_[1734_272.94_0.5]"	2.4080145452746	0.0578813751573823	-0.0425425507023922
5298	"NA_[5298_265.15_2.2]"	2.39920031588424	0.0213913480833892	-0.0380495552517932
5502	"Normetanephrine_[5502_166.09_0.7]"	2.37770566503636	0.036490459046458	-0.0361379576990662
4914	"Normetanephrine_[4914_166.09_0.7]"	2.35890862382942	0.0369072732250622	-0.036529763977332
4119	"NA_[4119_361.24_6.5]"	2.35837198351044	0.0179044674936303	-0.0353428495511615
2443	"NA_[2443_130.1_0.7]"	2.29609921509611	0.0171347349460943	-0.0357486293078315
4411	"N-Acetyl-proline_[4411_158.08_1.8]"	2.28010767636548	0.0321254387042808	-0.0350124869498858
3406	"NA_[3406_423.28_3.7]"	2.22495304448297	0.022502274906954	-0.0377515038339058
5409	"NA_[5409_266.16_2.1]"	2.20591788693076	0.0235421545368942	-0.0343933251356428
4782	"NA_[4782_180.06_1.8]"	2.19595316726843	0.0191267348648304	-0.0319804798855846
1399	"paracetamol_[1399_152.07_2.2]"	2.1723669020319	0.0380335648107258	-0.0359739134956063
3730	"NA_[3730_278.25_8.2]"	2.16883713984094	0.0899056997715538	-0.0445782610123014
3465	"NA_[3465_445.29_3.7]"	2.16123853324148	0.0195985800965316	-0.0353336574486727
2882	"metribuzin_[2882_215.1_4.4]"	2.16034451566816	0.00816986764917456	-0.0305917920015456
4274	"NA_[4274_511.33_3.9]"	2.12500766648034	0.0224847293981737	-0.0355429136094628
915	"NA_[915_696.44_3.5]"	2.11619948784309	0.0292568968750456	-0.0328722903184238
2278	"NA_[2278_402.23_2.7]"	2.11477224173842	0.0486786187851303	-0.0372828977861058
5618	"NA_[5618_257.15_0.6]"	2.1144147523963	0.0381685116395931	-0.0292302817376337
4712	"NA_[4712_797.52_11.2]"	2.10743495328342	0.0871535967609815	-0.0358433010649421
1097	"NA_[1097_577.37_4.1]"	2.09983137461296	0.0281301928650861	-0.034541993206045
1519	"NA_[1519_304.7_3.3]"	2.09462329941394	0.026184104527306	-0.0314859220493451
1964	"N-(dodecanoyl)ethanolamine_[1964_226.22_7.5]"	2.09281243438514	0.0895898874105707	-0.0438219425883873
2150	"NA_[2150_617.42_9.3]"	2.09094644285155	0.0547429481497232	-0.0353143954315824
2573	"NA_[2573_219.17_4.7]"	2.08940990901865	0.0607328520090163	-0.0336444663224295
4313	"NA_[4313_401.26_3.6]"	2.07963504046954	0.025380629674649	-0.0363791989358632
1949	"8-amino-7-oxononanoic acid_[1949_170.12_8.4]"	2.06628577079125	0.0243925797005412	-0.03238693876547
24	"NA_[24_348.72_3.5]"	2.05342658902889	0.0376027570734032	-0.0352648518431982
3660	"13-Dodecan-2-yl-6-(1-hydroxyethyl)-3-(hydroxymethyl)-12-methyl-9-propan-2-yl-1-oxa-4,7,10-triazacyclotridecane-2,5,8,11-tetrone_[3660_564.36_3.2]"	2.05333893746842	0.0264037244500167	-0.0312856573715021
1996	"NA_[1996_358.21_2.5]"	2.04610142866751	0.0373119219682379	-0.0335390681710656
4335	"NA_[4335_326.71_3.4]"	2.04551756399257	0.023639440807344	-0.0318095960187999
5602	"NA_[5602_265.15_2.2]"	2.04010043527386	0.0201914143914667	-0.0323529593754491
1828	"NA_[1828_263.24_8.7]"	2.02751381250005	0.0867517547077686	-0.0422210261757209
107	"1-isothiocyanato-6-(methylsulfinyl)hexane_[107_206.07_4.4]"	2.02543357017999	0.0561038272976648	-0.0384885759044873
3790	"NA_[3790_467.3_3.8]"	2.02302000164584	0.0215917977891033	-0.0343556728186411
4837	"NA_[4837_286.96_0.5]"	2.0193121675211	0.0397561020029912	-0.0353008808104978
1812	"NA_[1812_278.25_8.3]"	2.01157660341194	0.0859979977599106	-0.041133830753976
5467	"NA_[5467_639.4_9.3]"	2.01127528320834	0.056604464168113	-0.0342601834442901
3405	"NA_[3405_265.15_2.5]"	2.01043303181588	0.0275569562879476	-0.0359098760132443
143	"NA_[143_309.13_3.4]"	2.00579735198539	0.0253715383485803	-0.028968179513273
5438	"NA_[5438_415.14_2.5]"	2.00309846190042	0.0337629614944025	-0.0350125737023455
802	"NA_[802_555.35_4]"	2.0021343307909	0.024090590606264	-0.0326738800436444
3419	"NA_[3419_308.29_9.6]"	1.98965442625412	0.0871748291093736	-0.0398065196373451
2818	"NA_[2818_599.41_9.3]"	1.98568922239942	0.0491234926040836	-0.0337639387436954
751	"NA_[751_299.2_6.8]"	1.9846945162352	0.0402790622273572	-0.0335383745545729
2124	"gabapentin_[2124_172.13_8.5]"	1.9810055689988	0.0414736342815721	-0.0347273386144352
272	"NA_[272_313.21_3.3]"	1.9758531072595	0.0207537313390363	-0.0280809793886605
3768	"NA_[3768_278.25_6.8]"	1.96790263919554	0.0823815326396205	-0.0399153473708808
5505	"3-aminoadipic acid_[5505_162.08_0.7]"	1.96544964824621	0.0537920780988692	-0.0382919605761136
3965	"NA_[3965_319.11_2.1]"	1.96453541500448	0.0553539194016727	-0.0350798240467779
450	"NA_[450_242.25_8.7]"	1.96384255738655	0.0848230962115178	-0.0418010394626912
3250	"glutamic acid_[3250_148.06_0.6]"	1.9606295944105	0.0545829104072304	-0.0347288014241152
1322	"NA_[1322_792.56_11.2]"	1.95377302675958	0.0836732318504286	-0.0319995706132015
1727	"NA_[1727_362.2_1.1]"	1.94984622753823	0.0417713212933391	-0.0298252330620858
3146	"NA_[3146_249.05_1.3]"	1.94696968240974	0.0284630633645414	-0.0329686447439178
3187	"NA_[3187_296.29_9.7]"	1.94556320841576	0.0881053837525761	-0.0389117566697124
3625	"glutamic acid_[3625_148.06_1.4]"	1.9451717411128	0.056016453168055	-0.0340892450230386
3724	"NA_[3724_608.39_3.3]"	1.94507484682959	0.0244292563305384	-0.0298485003053302
3435	"NA_[3435_132.1_0.6]"	1.94498240394341	0.0600424942591611	-0.037199147774523
1520	"NA_[1520_617.42_9.1]"	1.9399469535386	0.0514502656515575	-0.0324941747233788
4366	"NA_[4366_401.28_8.7]"	1.93976015468561	0.0488591398693137	-0.032464743213492
5400	"NA_[5400_245.23_8.7]"	1.9365610343788	0.0827024778261515	-0.0402224515267691
844	"NA_[844_398.11_2.5]"	1.93340510533263	0.0383699699940695	-0.0351452623836141
2702	"NA_[2702_533.22_3]"	1.93184764539174	0.0389482816410797	-0.0332345680415742
2566	"NA_[2566_280.26_8.7]"	1.93002440284932	0.0826514742504317	-0.0401041173693035
4368	"hexadecanamide_[4368_256.26_9.1]"	1.92968498367693	0.0875634821676619	-0.0391503251413689
3598	"NA_[3598_236.91_0.5]"	1.92905765263929	0.0743674605153702	-0.034511854683
4598	"glutamic acid_[4598_130.05_0.6]"	1.92703411796786	0.0372285707494784	-0.0312913510265886
2157	"NA_[2157_268.95_0.5]"	1.92451400317414	0.0352554145266201	-0.0348785342817487
2407	"elaidic acid_[2407_265.25_9.3]"	1.9192485737718	0.0853817028907025	-0.0400514104758021
5315	"octadecanamide_[5315_284.29_9.9]"	1.91888499922494	0.0881311807460323	-0.0385111802438809
4322	"NA_[4322_308.29_9.5]"	1.90466917414356	0.0845440163935697	-0.0389725300469235
3307	"NA_[3307_304.26_8.7]"	1.90286334239026	0.0816670403504031	-0.0397672772284414
59	"NA_[59_273.08_0.6]"	1.90241541646006	0.0361208304679008	-0.0350394311201096
963	"NA_[963_370.74_3.5]"	1.90213344276134	0.0206651300466824	-0.0293150705287819
4780	"NA_[4780_233.15_6.5]"	1.89860941057028	0.0470416278670525	-0.0364013411625749
2187	"NA_[2187_242.25_8.6]"	1.89135625443163	0.082450940262909	-0.0399805148585551
5495	"NA_[5495_303.11_2.1]"	1.88865977024843	0.0323896194157457	-0.0319661854103442
3133	"NA_[3133_218.98_0.5]"	1.88585975071029	0.040399676850087	-0.0356254273082401
3612	"NA_[3612_254.25_8.5]"	1.88579302179091	0.0767179760876656	-0.0401903945217377
3659	"NA_[3659_280.26_8.9]"	1.88485558214981	0.0829992631699082	-0.0378921689569959
514	"NA_[514_528.26_3]"	1.87535854539636	0.0315773443485842	-0.0329228655024664
3078	"NA_[3078_549.16_3.4]"	1.87490961304787	0.0673655708436883	-0.0323914067990747
5638	"NA_[5638_307.08_0.9]"	1.87100811446052	0.0420008809230887	-0.0337706782330259
5535	"NA_[5535_235.17_0.7]"	1.87069818056974	0.0580343087773405	-0.0310952418144269
3716	"SPB 17:1;2O_[3716_268.26_8.9]"	1.86451195153546	0.0845182757846672	-0.0382416654161143
2476	"NA_[2476_240.23_6.6]"	1.85539146110349	0.0482950313919132	-0.0334470223718032
4242	"NA_[4242_242_0.5]"	1.85242434684255	0.040276492373936	-0.0351263099163022
4974	"NA_[4974_375.27_8.5]"	1.8520789966375	0.0561739316255469	-0.033204731754937
4334	"NA_[4334_613.48_11.2]"	1.84811933940639	0.0749319777943227	-0.032198843221095
1712	"NA_[1712_314.18_2.3]"	1.84478010464635	0.0373712086472608	-0.0328360180619174
5297	"SPB 17:1;2O_[5297_268.26_9.3]"	1.84415238534927	0.0845044503505019	-0.0368160497208263
4766	"4-hydroxy-3-methoxycinnamoylagmatine_[4766_307.18_2.3]"	1.8412543822536	0.0103982555650215	-0.031404309068389
2700	"NA_[2700_366.18_3.6]"	1.83951008501715	0.0483186391371541	-0.0321753666182661
2046	"NA_[2046_318.24_6.8]"	1.83862965730538	0.082225628403799	-0.0354405394985744
4173	"NA_[4173_600.42_8.9]"	1.83612991912953	0.0743949916458753	-0.0298466300051876
3544	"NA_[3544_394.24_2.4]"	1.83315903620427	0.0468429371095688	-0.0306773188239089
593	"NA_[593_263.24_8.9]"	1.8326173700874	0.0820071450799816	-0.036966800127944
2341	"NA_[2341_383.26_7.9]"	1.82800812560888	0.0471961651149841	-0.0330534917194239
4772	"NA_[4772_277.03_0.8]"	1.82654414302016	0.0322251127546167	-0.0321906983383664
4281	"NA_[4281_335.26_11.2]"	1.82579314770254	0.0717789130199948	-0.0324464458804604
4569	"NA_[4569_599.41_7.3]"	1.82557917591634	0.0503609329444923	-0.0314626134336962
5276	"NA_[5276_291.2_7.9]"	1.82258569573277	0.0200969336989417	-0.0308754766338953
4494	"glutamine_[4494_147.08_0.6]"	1.82049885285689	0.0286562102347004	-0.0279539743945445
4361	"N-acetyltyramine_[4361_180.1_2.4]"	1.81696165477968	0.0594627699502692	-0.0327466716253022
5636	"glutamic acid_[5636_130.05_0.8]"	1.81314083586965	0.0364433469129651	-0.0289901762611349
4551	"NA_[4551_268.96_0.5]"	1.81107226042995	0.048295922380353	-0.0310244007861489
3739	"trimazosin_[3739_436.22_3.5]"	1.8086913888533	0.0417523716445927	-0.0333239010946746
461	"NA_[461_599.41_7.6]"	1.80751206451049	0.0444151092326885	-0.0310196456181321
3699	"NA_[3699_563.55_9.3]"	1.79935592340511	0.0825978788075894	-0.0359621404013448
711	"gallic acid_[711_171.03_1]"	1.7991547117167	0.0286069225096233	-0.0307876537943492
1684	"NA_[1684_351.16_2.9]"	1.79752828789769	0.0290785532328221	-0.0333908265406427
1423	"NA_[1423_415.3_9.3]"	1.79686211028314	0.0645500480256517	-0.0334646285665446
3758	"NA_[3758_241.15_1.1]"	1.79364488957812	0.0756808052668631	-0.031172646212477
4580	"NA_[4580_559.52_8.7]"	1.79233346951158	0.0803280543810964	-0.0353288245401331
3156	"NA_[3156_357.24_3.5]"	1.79172067650668	0.0222321814216202	-0.0278005258840906
238	"NA_[238_280.26_9]"	1.7912445619972	0.0835964529800678	-0.0331389201745974
150	"NA_[150_599.41_6.7]"	1.79009944197554	0.0520720572099795	-0.031128688064392
2774	"N-undecanoylglycine_[2774_226.18_9.6]"	1.78864315239318	0.03057797420757	-0.0271681581636137
1841	"NA_[1841_270.28_9.5]"	1.78857607380795	0.0822272771072312	-0.0362325314107491
900	"NA_[900_252.11_2.3]"	1.78779559498885	0.0385288791660313	0.00809335513916653
2063	"NA_[2063_310.31_10.1]"	1.78705335869791	0.0809026656406888	-0.0362102182795868
4044	"NA_[4044_581.4_8.4]"	1.78679216575202	0.0646500630679793	-0.0313702753657304
1959	"stearolic acid_[1959_263.24_7.3]"	1.78636161825354	0.0767726795677968	-0.0359444587262416
4925	"L-Glutathione (reduced)_[4925_308.09_1.6]"	1.7856130390484	0.0581148289779844	-0.0311883152587737
4338	"NA_[4338_435.29_8.9]"	1.78277869617202	0.0670008425989686	-0.030247751769643
5414	"NA_[5414_186.11_3]"	1.78271497426723	0.0498705360004028	-0.037526845627833
728	"NA_[728_329.16_3.5]"	1.78235430665279	0.0476430396293615	-0.0294874735023975
537	"NA_[537_317.21_6.1]"	1.78229991263189	0.0485852976924194	-0.0319779105784881
727	"N-(tetradecanoyl)ethanolamine_[727_254.25_8.7]"	1.78093128159665	0.0779016965118235	-0.036783182459451
2239	"NA_[2239_609.18_3.1]"	1.77992512785733	0.0720896805039271	-0.0296585020587776
