"feature_id"	"feature"	"VIP"	"LV1"	"LV2"
4690	"4-Methoxy-1H-indole-3-carbaldehyde_[4690_176.07_3.9]"	2.65981372645778	-0.0874955789091604	0.017314081233864
4928	"protopine_[4928_354.13_3.5]"	2.57778404782183	0.0403133326272055	0.0322516531840144
3727	"N-Acetyl-Valine_[3727_160.1_2.1]"	2.47170290330967	-0.0881246700116445	0.0326551823382176
5055	"NA_[5055_293.17_6]"	2.46153419486488	-0.084127207083877	0.0157771613511178
53	"NA_[53_443.05_0.7]"	2.43245998267925	0.0271563056481705	0.0411001820065697
4974	"NA_[4974_375.27_8.5]"	2.39288842508981	-0.0855186334710626	0.0253291925421516
1804	"NA_[1804_416.29_2.7]"	2.3854173278152	-0.0844728753545516	0.028553939937694
4572	"NA_[4572_236.15_0.6]"	2.37699857771744	0.0276572761909899	0.04045002780134
3281	"beta-D-Ribofuranose, 1-(6-amino-9H-purin-9-yl)-1-deoxy-5-S-methyl-5-thio-_[3281_298.1_2]"	2.35717034122625	0.0275371715159599	0.0399870537516487
1694	"NA_[1694_360.15_1.5]"	2.33823505875019	0.0255942237841782	0.0425974121242728
1419	"phenylalanine_[1419_166.09_1.6]"	2.33456549246251	-0.0885559639900941	0.0354589961256896
1343	"NA_[1343_634.45_8.4]"	2.31514632319683	0.0278869772991708	0.0378513039627556
350	"NA_[350_360.15_1.4]"	2.30508554273468	0.0150034471672688	0.0510491771409606
3817	"Culpin_[3817_243.14_7.3]"	2.2736028164765	0.0378169032187819	0.0310934651816994
3730	"NA_[3730_278.25_8.2]"	2.27351435573118	0.0113528590361285	0.0500178168309017
198	"NA_[198_959.57_10.8]"	2.27220425272853	0.0244390131678408	0.0510252937037193
3776	"NA_[3776_745.49_9.6]"	2.1652301769427	-0.0645145610334854	0.0153997298403329
660	"NA_[660_250.94_0.9]"	2.15961694201823	0.0213819122348599	0.0419520314654448
264	"1-methyl-1,2,3,4-tetrahydroisoquinoline-6,7-diol_[264_180.1_0.9]"	2.13246973736292	-0.0735345254062184	0.0242346791761088
4853	"3-alpha-Mannobiose_[4853_365.11_1.5]"	2.11819315111146	0.0268636491698679	0.0355474885306543
1015	"NA_[1015_200.04_0.6]"	2.11239556014488	0.0260810621770351	0.0357348069441246
2533	"NA_[2533_537.68_4.4]"	2.09674287589086	0.0230221341652546	0.0382266488512113
1290	"NA_[1290_251.13_3.6]"	2.07070754531419	-0.0748646220303083	0.0262049798403728
541	"NA_[541_537.54_10.6]"	2.05773464889132	0.0228607557327013	0.0401304080841581
2046	"NA_[2046_318.24_6.8]"	2.04416723669252	0.0126281512114355	0.0443639272116638
4292	"NA_[4292_214.92_1.5]"	2.02355205033609	0.0279798418764665	0.0330618595716567
1085	"Elaidolinolenic acid_[1085_279.23_8.9]"	2.00808910778116	-0.07408837664842	0.0248746216463045
2635	"NA_[2635_319.23_7.6]"	2.00534328781325	0.0240986205894857	0.0402216433578476
5505	"3-aminoadipic acid_[5505_162.08_0.7]"	1.99363796802976	-0.0682741431216476	0.0250708693013338
2461	"NA_[2461_235.13_5.5]"	1.98901213194589	0.0220128163437423	0.0425707737141185
2869	"NA_[2869_872.58_10.3]"	1.98789007392379	-0.0679330849422993	0.0128240854287789
