"feature_id"	"feature"	"VIP"	"LV1"	"LV2"
2678	"NA_[2678_392.23_5.7]"	2.52885872691224	-0.0351392275130191	0.0993289830202032
3658	"alpha-CEHC_[3658_261.15_6.4]"	2.32106199507968	-0.111381647587713	0.0241632047720459
294	"8-(methylsulfinyl)octyl isothiocyanate_[294_234.1_5.5]"	1.93556728711844	-0.0559185291671965	0.128205712595422
5240	"NA_[5240_234.13_2.2]"	1.90612748049012	-0.0883228240508302	0.0534121841357954
2124	"gabapentin_[2124_172.13_8.5]"	1.8754683818918	-0.0251615212692141	0.0940127592649992
1690	"NA_[1690_195.07_2.1]"	1.82891363622601	-0.0739045490193171	0.0738117568527797
2965	"NA_[2965_374.29_5.5]"	1.7271398012466	-0.0105082525031683	0.103433103578713
5053	"hydroxytyrosol_[5053_137.06_1.8]"	1.6244104306801	-0.106044908691479	0.00639620078292189
1577	"8-(methylsulfinyl)octyl isothiocyanate_[1577_234.1_4.3]"	1.60597712740206	-0.0289122575234383	0.0579503735879738
3041	"NA_[3041_171.11_1.7]"	1.59604508213569	-0.0924833997328007	0.0168197369343778
1612	"NA_[1612_297.1_3.3]"	1.58205102397992	-0.104946028815123	0.0785096878482044
2737	"bis(2-ethylhexyl) adipate_[2737_371.32_10.6]"	1.5125590806635	-0.0447524162196171	0.100570033440312
497	"NA_[497_702.47_9.1]"	1.49945457048643	-0.00382178284994854	0.051515313128475
4594	"NA_[4594_222.11_3.9]"	1.48026690291991	-0.0193705426461514	0.0876480374668066
1543	"hydroxytyrosol_[1543_137.06_1.6]"	1.44984576139295	-0.0819621868450334	0.0844131908632932
3360	"N-undecanoylglycine_[3360_226.18_4.8]"	1.43722890170683	-0.102322299206474	0.100123467314326
1811	"noradrenaline_[1811_152.07_0.8]"	1.38606880701033	-0.101658720259952	0.00389727226465317
5172	"N-acetylphenylalanine_[5172_208.1_3.2]"	1.38359148515651	-0.0975884593439941	-0.00350631843646704
1636	"3-hydroxykynurenine_[1636_225.09_1.2]"	1.37423365562611	-0.0937289700134387	-0.00659107638701433
2794	"3-hydroxykynurenine_[2794_225.09_0.9]"	1.36223450128612	-0.0931747222137434	-0.00642335966802661
1941	"kynurenine_[1941_209.09_1.5]"	1.35652577879044	-0.0951193210271566	-0.00376177867380671
3517	"N,N-bis(2-hydroxyethyl)dodecanamide_[3517_288.25_6.7]"	1.35012551938712	-0.0367532592810003	0.0840649934583946
5412	"NA_[5412_212.16_4.5]"	1.34762830234186	-0.0928671093914617	0.110469038187866
4494	"glutamine_[4494_147.08_0.6]"	1.34678193215708	-0.094475942029017	0.00178143370255842
5277	"NA_[5277_278.25_6.7]"	1.34519404156414	-0.12023662042617	0.0919675067898428
4164	"carnitinium_[4164_162.11_0.6]"	1.34437648435952	-0.0939869273505846	0.0163353244656133
3875	"avobenzone_[3875_311.16_7.5]"	1.34110270334865	-0.0930468107692063	-0.00552221653208473
5622	"NA_[5622_335.26_7.4]"	1.33789244710251	-0.0943383467831351	-0.00163271711115409
3405	"NA_[3405_265.15_2.5]"	1.33597406576981	-0.0865372617550251	0.0731854580038552
3136	"NA_[3136_490.18_0.6]"	1.32723307815459	-0.092164385928122	-0.00541859927226017
767	"NA_[767_286.2_3.9]"	1.3195716368424	-0.0297359907926328	0.0720985861977825
1061	"Serinyl-Phenylalanine_[1061_253.12_2]"	1.30511253455968	-0.0989267417106959	0.00402041731914401
3991	"NA_[3991_307.04_1.2]"	1.30155182664999	-0.094699203772122	0.0076682184389237
1948	"9-aminononanoic acid_[1948_174.15_2.4]"	1.28619235445828	-0.0349751134143673	0.0386369574535495
3073	"phenylalanine_[3073_166.09_1.8]"	1.27964947916191	-0.100846722429235	0.0151889335858941
3688	"NA_[3688_256.08_0.7]"	1.27054960160191	-0.0565281953552288	0.00523082016767206
